,panhandle,selinda,khwai,maunachira,nqoga,thaoge,xudum,boro
2020-09-15,1.9,1.62,1.29,1.71,1.71,1.19,1.44,1.59
2020-10-16,7.1,6.59,4.28,8.21,7.52,4.82,4.08,4.39
2020-11-15,94.39,104.47,78.57,103.02,99.8,87.13,87.78,87.66
2020-12-16,90.43,134.32,147.61,133.16,100.32,95.23,109.05,118.93
2021-01-16,314.69,228.12,248.34,258.29,216.69,255.12,239.04,250.48
2021-02-14,135.78,138.94,111.7,156.95,158.58,144.69,147.5,144.9
2021-03-16,52.02,25.61,18.89,20.5,34.63,47.62,37.47,29.18
2021-04-15,3.99,5.55,1.33,5.64,5.83,2.13,1.08,0.68
2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,0.0,0.0,0.0,0.04,0.34,2.32,2.24,1.73
2021-10-16,16.48,12.86,8.57,18.69,17.67,18.84,15.55,14.0
2021-11-15,15.53,16.33,11.31,15.19,15.84,14.48,13.88,13.19
2021-12-16,129.35,147.25,150.53,140.53,121.53,101.97,110.6,110.54
2022-01-16,168.84,160.56,163.04,161.61,153.35,156.05,160.12,152.8
2022-02-14,88.34,92.63,95.5,111.85,79.92,93.99,87.64,76.23
2022-03-16,171.37,176.49,175.0,133.81,127.72,127.05,119.8,126.86
2022-04-15,6.95,9.63,9.11,9.36,8.24,7.02,6.62,6.26
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,0.38,0.33,0.39,0.53,0.34,0.21,0.2,0.25
2022-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
